episode_id,application,agent_architecture,environment,expected_action,sensor_confidence,risk_level,environment_volatility,partial_observability,energy_or_resource_level,response_time_ms,available_actions,prior_success_rate,random_noise,rational_action,utility_score,observability_label,dynamic_label,determinism_label
17290,Cybersecurity Monitoring Agent,Goal-Based,Windy,Use Wind Protection,0.8942,0.2503,0.0808,0.6383,47.12,190.25,6,0.7229,-1.0917,1,71.94,Fully Observable,Static,Stochastic
17291,Cybersecurity Monitoring Agent,Goal-Based,Sunny,Go Outside,0.9008,0.5965,0.7057,0.3447,83.26,181.69,3,0.7836,-1.4351,0,63.12,Fully Observable,Static,Stochastic
17292,Smart Hospital Assistant,Simple Reflex,Sunny,Go Outside,0.8659,0.4642,0.3034,0.3549,90.89,349.53,13,0.8291,0.0034,1,72.88,Partially Observable,Dynamic,Deterministic
17293,Cybersecurity Monitoring Agent,Model-Based,Sunny,Go Outside,0.9328,0.4629,0.3437,0.6636,78.75,215.33,11,0.6641,-0.1735,0,55.9,Partially Observable,Static,Stochastic
17294,Warehouse Robot,Learning,Cloudy,Stay Inside,0.7792,0.1882,0.3509,0.2323,63.26,324.22,14,0.6844,-0.5887,0,86.52,Fully Observable,Static,Stochastic
17295,AI Travel Assistant,Utility-Based,Sunny,Go Outside,0.7974,0.1309,0.3043,0.349,67.18,156.32,8,0.7996,0.6064,1,98.7,Fully Observable,Static,Deterministic
17296,Cybersecurity Monitoring Agent,Model-Based,Snowy,Wear Winter Gear,0.8152,0.2451,0.459,0.8034,73.98,104.72,3,0.779,1.131,0,96.66,Partially Observable,Static,Deterministic
17297,Cybersecurity Monitoring Agent,Simple Reflex,Rainy,Use Umbrella,0.8946,0.4184,0.3724,0.8128,21.41,199.3,8,0.5811,1.234,0,60.09,Fully Observable,Static,Stochastic
17298,Intelligent Tutoring System,Simple Reflex,Snowy,Wear Winter Gear,0.8944,0.4153,0.585,0.575,75.84,81.29,9,0.8444,0.5436,0,39.19,Partially Observable,Static,Deterministic
17299,Autonomous Delivery Robot,Learning,Stormy,Stay Inside,,0.6785,0.4748,0.2098,99.5,177.4,7,0.9805,-1.0743,0,77.05,Fully Observable,Static,Deterministic
17300,Intelligent Tutoring System,Model-Based,Cloudy,Stay Inside,0.8322,0.4172,0.5211,0.4635,60.63,209.49,5,0.7656,1.0696,0,50.66,Fully Observable,Static,Stochastic
17301,Warehouse Robot,Model-Based,Windy,Use Wind Protection,0.659,0.3784,0.5586,0.2596,58.7,179.86,5,0.6322,-1.3947,0,74.75,Partially Observable,Static,Deterministic
17302,Autonomous Vehicle,Goal-Based,Snowy,Wear Winter Gear,0.7476,0.6846,0.3807,0.6459,74.89,,11,0.5432,0.7037,0,87.63,Fully Observable,Dynamic,Stochastic
17303,AI Travel Assistant,Goal-Based,Sunny,Go Outside,0.7748,0.225,0.0577,0.4314,94.7,442.82,5,0.6665,-0.1752,0,74.6,Partially Observable,Dynamic,Deterministic
17304,AI Travel Assistant,Simple Reflex,Rainy,Use Umbrella,0.753,0.3262,0.2387,0.4896,58.41,410.26,3,0.6827,-1.9574,0,56.48,Partially Observable,Static,Deterministic
17305,Autonomous Vehicle,Utility-Based,Snowy,Wear Winter Gear,0.8153,0.1795,0.406,0.4458,100,79.76,4,0.7118,-0.7041,1,76.2,Partially Observable,Static,Stochastic
17306,Cybersecurity Monitoring Agent,Learning,Rainy,Use Umbrella,0.9373,0.1809,0.3316,0.3562,68.88,289.58,11,0.7979,-0.1019,1,82.57,Partially Observable,Dynamic,Deterministic
17307,Cybersecurity Monitoring Agent,Learning,Cloudy,Stay Inside,0.7709,0.3438,0.107,0.3168,62.13,215.01,12,0.6432,0.5487,1,93.97,Partially Observable,Dynamic,Stochastic
17308,Smart Hospital Assistant,Simple Reflex,Stormy,Stay Inside,0.8274,0.287,0.5857,0.2595,73.68,220.54,8,0.6857,-0.2916,1,76.23,Partially Observable,Static,Stochastic
17309,AI Travel Assistant,Goal-Based,Windy,Use Wind Protection,1,0.0234,0.5947,0.4335,64.63,301.5,2,0.4528,-0.9538,1,83.24,Partially Observable,Static,Stochastic
17310,AI Travel Assistant,Learning,Sunny,Go Outside,0.5823,0.5687,0.5308,0.3397,94.45,204.42,6,0.9035,1.138,1,78.68,Partially Observable,Static,Deterministic
17311,Smart Hospital Assistant,Utility-Based,Cloudy,Stay Inside,0.8567,0.212,0.1845,0.2657,53.12,204.1,4,0.7419,0.2471,1,76.09,Partially Observable,Static,Stochastic
17312,AI Travel Assistant,Learning,Sunny,Go Outside,,0.698,0.5405,0.3687,65.58,214.85,2,0.5314,0.0604,0,76.13,Partially Observable,Static,Stochastic
17313,Autonomous Vehicle,Learning,Snowy,Wear Winter Gear,0.9983,0.6695,0.6319,0.2044,57.99,83.15,11,0.7541,-0.912,0,51.27,Fully Observable,Dynamic,Deterministic
17314,Autonomous Delivery Robot,Learning,Windy,Use Wind Protection,0.8371,0.726,0.3971,0.4372,45.32,290.54,7,0.6666,-0.8283,0,73.24,Fully Observable,Static,Stochastic
17315,Autonomous Vehicle,Utility-Based,Sunny,Go Outside,0.8283,0.6164,0.2605,0.5003,74.72,201.02,3,0.688,2.1117,1,81.25,Partially Observable,Static,Deterministic
17316,Cybersecurity Monitoring Agent,Goal-Based,Snowy,Wear Winter Gear,0.7761,0.4158,0.6066,0.2233,63.44,314.6,12,0.958,0.4748,0,59.88,Fully Observable,Static,Stochastic
17317,Intelligent Tutoring System,Utility-Based,Snowy,Wear Winter Gear,0.916,0.3662,0.5912,0.3432,52.8,31.22,12,0.4641,-0.254,1,87.93,Partially Observable,Static,Deterministic
17318,AI Travel Assistant,Utility-Based,Sunny,Go Outside,0.8403,0.58,0.4302,0.6328,64.48,189.07,3,0.4227,1.0831,0,52.98,Fully Observable,Static,Deterministic
17319,Warehouse Robot,Learning,Sunny,Go Outside,0.9571,0.2168,0.5705,0.7067,78.7,56.7,8,0.7748,0.5182,1,92.15,Partially Observable,Static,Deterministic
17320,Smart Hospital Assistant,Utility-Based,Rainy,Use Umbrella,0.8209,0.5797,0.2075,0.5763,72.63,38.52,12,0.71,-0.0958,1,73.24,Partially Observable,Static,Deterministic
17321,Smart-Home Energy Agent,Simple Reflex,Sunny,Go Outside,1,0.3309,0.4643,0.4856,,282.75,3,0.99,0.8183,1,100,Partially Observable,Static,Stochastic
17322,Smart-Home Energy Agent,Learning,Snowy,Wear Winter Gear,,0.2948,0.691,0.2692,51.6,157.41,6,0.7636,1.1167,1,85.99,Partially Observable,Static,Stochastic
17323,Smart-Home Energy Agent,Learning,Rainy,Use Umbrella,1,0.5544,0.0731,0.3719,83.34,291.74,8,0.6696,-1.1526,1,94.84,Fully Observable,Dynamic,Deterministic
17324,Autonomous Vehicle,Utility-Based,Sunny,Go Outside,0.9919,0.8443,0.4525,0.3278,65.56,220.71,3,0.9084,0.5435,0,86.97,Partially Observable,Dynamic,Stochastic
17325,Autonomous Delivery Robot,Learning,Stormy,Stay Inside,0.6314,0.464,0.308,0.507,100,104.21,8,0.6398,0.8513,1,98.83,Partially Observable,Dynamic,Deterministic
17326,Smart Hospital Assistant,Model-Based,Snowy,Wear Winter Gear,0.8684,0.6814,0.7348,0.6035,57.61,283.41,6,0.5588,0.3129,0,42.45,Fully Observable,Static,Stochastic
17327,Smart Hospital Assistant,Utility-Based,Windy,Use Wind Protection,0.8784,0.3865,0.5351,0.578,49.35,195.48,5,0.5979,-0.2662,0,32.49,Partially Observable,Dynamic,Stochastic
17328,Autonomous Vehicle,Learning,Snowy,Wear Winter Gear,0.9279,0.2379,0.4185,0.5642,79.61,377.17,10,0.9067,1.902,0,69.02,Fully Observable,Static,Stochastic
17329,AI Travel Assistant,Utility-Based,Windy,Use Wind Protection,0.6246,0.228,0.0573,0.5829,79.95,349.54,2,0.5559,2.4887,1,72.06,Partially Observable,Static,Deterministic
17330,Warehouse Robot,Simple Reflex,Rainy,Use Umbrella,0.8373,0.7451,0.5449,0.6234,26.19,251.57,14,0.4587,0.6921,0,21.95,Partially Observable,Dynamic,Stochastic
17331,AI Travel Assistant,Goal-Based,Cloudy,Stay Inside,0.8848,0.3282,0.5079,0.8119,100,201.81,12,0.5987,-0.6197,0,76.37,Partially Observable,Static,Stochastic
17332,Autonomous Vehicle,Simple Reflex,Rainy,Use Umbrella,0.8458,0.421,0.204,0.5396,21.78,264.52,7,0.7437,-0.0446,0,54.47,Fully Observable,Static,Deterministic
17333,Smart-Home Energy Agent,Learning,Rainy,Use Umbrella,0.8392,0.2714,0.2323,0.4702,63.37,250.68,10,0.5985,-1.4207,1,87.0,Partially Observable,Dynamic,Deterministic
17334,Smart Hospital Assistant,Goal-Based,Windy,Use Wind Protection,0.8696,0.2675,0.3237,0.5419,96.02,210.88,6,0.7635,-0.0551,1,97.78,Fully Observable,Static,Deterministic
17335,AI Travel Assistant,Learning,Snowy,Wear Winter Gear,0.7954,0.0562,0.1994,0.307,52.46,196.05,2,0.6888,0.7966,1,100,Fully Observable,Dynamic,Stochastic
17336,Intelligent Tutoring System,Utility-Based,Sunny,Go Outside,0.8779,0.2962,0.4717,0.3446,64.11,95.78,12,0.6194,-1.652,1,100,Partially Observable,Dynamic,Stochastic
17337,Intelligent Tutoring System,Utility-Based,Stormy,Stay Inside,0.6979,0.6453,0.2425,0.5931,70.9,213.72,12,0.6943,0.6427,0,57.02,Fully Observable,Dynamic,Deterministic
17338,Autonomous Vehicle,Utility-Based,Stormy,Stay Inside,0.7042,0.6229,0.1566,0.7348,100,,12,0.6885,-1.7827,0,67.17,Fully Observable,Dynamic,Deterministic
17339,Smart-Home Energy Agent,Utility-Based,Cloudy,Stay Inside,0.9331,0.2301,0.7998,0.1898,57.15,175.16,11,0.665,0.459,1,85.5,Partially Observable,Static,Stochastic
17340,AI Travel Assistant,Learning,Stormy,Stay Inside,0.9193,0.4598,0.3251,0.2901,86.04,276.03,3,0.7393,-0.4471,1,100,Fully Observable,Dynamic,Deterministic
17341,Autonomous Vehicle,Learning,Rainy,Use Umbrella,0.6503,0.3077,0.5539,0.718,92.82,235.43,11,0.8075,-0.5422,0,57.68,Fully Observable,Static,Deterministic
17342,Cybersecurity Monitoring Agent,Simple Reflex,Windy,Use Wind Protection,0.881,0.723,0.376,0.5187,61.45,20,5,0.99,2.0446,0,59.19,Fully Observable,Static,Deterministic
17343,Cybersecurity Monitoring Agent,Simple Reflex,Cloudy,Stay Inside,1,0.9095,0.0663,0.3008,71.14,105.11,9,0.99,-0.6593,1,94.03,Fully Observable,Static,Deterministic
17344,Intelligent Tutoring System,Goal-Based,Windy,Use Wind Protection,0.6865,0.0632,0.2671,0.8592,53.52,248.94,9,0.7242,0.1423,0,62.34,Partially Observable,Dynamic,Deterministic
17345,Smart-Home Energy Agent,Utility-Based,Windy,Use Wind Protection,0.7856,0.3915,0.3475,0.8487,90.76,436.12,8,0.99,0.2002,0,75.08,Partially Observable,Dynamic,Deterministic
17346,Warehouse Robot,Simple Reflex,Sunny,Go Outside,0.8096,0.1701,0.41,0.1483,72.92,208.02,6,0.7281,-0.3432,1,85.41,Partially Observable,Dynamic,Stochastic
17347,Smart Hospital Assistant,Utility-Based,Windy,Use Wind Protection,0.8627,0.7348,0.2418,0.628,90.52,124.83,9,0.7447,-0.455,1,90.06,Fully Observable,Static,Stochastic
17348,Warehouse Robot,Learning,Snowy,Wear Winter Gear,0.7111,0.5182,0.1719,0.332,69.41,334.02,11,0.6182,-0.6628,0,68.59,Fully Observable,Dynamic,Deterministic
17349,AI Travel Assistant,Utility-Based,Snowy,Wear Winter Gear,0.9271,0.2705,0.7404,0.7153,58.36,189.72,12,0.7749,0.254,0,82.06,Fully Observable,Dynamic,Stochastic
17350,Autonomous Vehicle,Goal-Based,Stormy,Stay Inside,0.8389,0.238,0.4454,0.7338,49.49,243.7,6,0.8429,2.219,0,69.62,Partially Observable,Dynamic,Deterministic
17351,Autonomous Delivery Robot,Model-Based,Rainy,Use Umbrella,0.7254,0.2062,0.6547,0.5761,82.71,234.92,10,0.4367,-0.3949,0,41.02,Partially Observable,Dynamic,Deterministic
17352,Intelligent Tutoring System,Model-Based,Cloudy,Stay Inside,0.7295,0.0744,0.7764,0.5812,85.65,277.68,6,0.99,0.0328,1,82.87,Partially Observable,Dynamic,Stochastic
17353,Smart-Home Energy Agent,Goal-Based,Rainy,Use Umbrella,0.7754,0.3506,0.1029,0.1608,52.7,240.76,3,0.713,-0.2117,1,78.06,Fully Observable,Dynamic,Deterministic
17354,Intelligent Tutoring System,Goal-Based,Cloudy,Stay Inside,0.8761,0.4696,0.3166,0.6435,100,138.36,6,0.775,0.4443,1,100,Fully Observable,Dynamic,Stochastic
17355,Warehouse Robot,Utility-Based,Sunny,Go Outside,0.887,0.5697,0.237,0.5192,72.57,54.41,2,0.5244,-0.4783,1,89.9,Partially Observable,Static,Deterministic
17356,Autonomous Delivery Robot,Goal-Based,Windy,Use Wind Protection,0.7993,0.4143,0.1806,0.3525,98.46,216.05,6,0.4838,0.1357,1,92.87,Partially Observable,Dynamic,Deterministic
17357,Cybersecurity Monitoring Agent,Utility-Based,Sunny,Go Outside,0.6819,0.4548,0.1944,0.1423,86.72,229.74,14,0.6306,0.8478,1,90.42,Partially Observable,Static,Stochastic
17358,Autonomous Vehicle,Model-Based,Cloudy,Stay Inside,0.8453,0.2756,0.6763,0.4291,100,137.82,2,0.9168,0.6728,1,86.59,Partially Observable,Static,Deterministic
17359,Autonomous Vehicle,Learning,Sunny,Go Outside,0.9948,0.0952,0.2352,0.5203,60.55,94.03,12,0.7065,-0.754,1,76.67,Fully Observable,Static,Deterministic
17360,Warehouse Robot,Utility-Based,Rainy,Use Umbrella,0.8383,0.742,0.1633,0.6826,75.69,123.27,14,0.7702,0.7578,0,56.2,Partially Observable,Dynamic,Stochastic
17361,AI Travel Assistant,Goal-Based,Stormy,Stay Inside,0.7112,0.1663,0.5797,0.1861,,146.76,3,0.9271,-0.6352,1,100,Fully Observable,Dynamic,Stochastic
17362,Intelligent Tutoring System,Model-Based,Snowy,Wear Winter Gear,0.7428,0.3575,0.2401,0.3985,,42.84,5,0.8998,-0.3804,1,100,Partially Observable,Static,Stochastic
17363,Smart-Home Energy Agent,Goal-Based,Rainy,Use Umbrella,0.7061,0.2468,0.212,0.6986,66.46,59.18,9,0.425,1.3319,0,78.17,Fully Observable,Static,Stochastic
17364,Autonomous Delivery Robot,Utility-Based,Rainy,Use Umbrella,0.9774,0.6951,0.7303,0.4434,100,228.09,6,0.5297,0.6554,0,58.64,Partially Observable,Dynamic,Stochastic
17365,Autonomous Vehicle,Model-Based,Rainy,Use Umbrella,0.8552,0.346,0.4179,0.1592,54.6,191.97,9,0.71,-0.7415,1,96.39,Fully Observable,Static,Deterministic
17366,AI Travel Assistant,Utility-Based,Stormy,Stay Inside,0.8798,0.581,0.3387,0.2453,60.91,142.51,8,0.842,0.6004,1,89.61,Fully Observable,Static,Deterministic
17367,Autonomous Delivery Robot,Learning,Stormy,Stay Inside,0.8216,0.2798,0.305,0.3088,78.57,258.34,6,0.7346,-0.9404,1,100,Partially Observable,Dynamic,Deterministic
17368,Smart-Home Energy Agent,Goal-Based,Snowy,Wear Winter Gear,0.8365,0.8133,0.4899,0.4772,50.51,223.07,8,0.8954,-1.1907,0,49.28,Fully Observable,Dynamic,Deterministic
17369,Autonomous Vehicle,Utility-Based,Cloudy,Stay Inside,0.9227,0.4117,0.2212,0.7373,44.55,183.2,2,0.8183,0.5417,1,91.79,Fully Observable,Static,Stochastic
17370,Smart-Home Energy Agent,Simple Reflex,Sunny,Go Outside,0.7346,0.7363,0.1434,0.5766,83.53,167.81,6,0.4746,-1.5743,0,82.02,Partially Observable,Dynamic,Deterministic
17371,Autonomous Vehicle,Learning,Stormy,Stay Inside,0.8268,0.5712,0.071,0.2393,75.79,255.78,6,0.5983,0.4922,0,76.07,Fully Observable,Dynamic,Deterministic
17372,Smart Hospital Assistant,Goal-Based,Windy,Use Wind Protection,0.7833,0.1435,0.1779,0.2543,62.7,280.25,4,0.5984,-1.3856,1,97.48,Partially Observable,Static,Deterministic
17373,Autonomous Vehicle,Goal-Based,Windy,Use Wind Protection,0.5642,0.5004,0.1135,0.4173,63.23,130.37,9,0.8144,1.026,0,52.06,Partially Observable,Dynamic,Deterministic
17374,Smart-Home Energy Agent,Simple Reflex,Snowy,Wear Winter Gear,0.9314,0.2474,0.7855,0.7156,86.39,219.95,7,0.6842,1.2742,0,61.35,Fully Observable,Static,Stochastic
17375,Warehouse Robot,Goal-Based,Windy,Use Wind Protection,0.4955,0.4638,0.1823,0.3238,100,176.85,9,0.4929,-0.5882,0,66.28,Fully Observable,Dynamic,Stochastic
17376,Autonomous Delivery Robot,Learning,Sunny,Go Outside,0.7666,0.1644,0.6504,0.1868,51.8,351.37,10,0.6409,0.7814,0,68.69,Fully Observable,Static,Stochastic
17377,Intelligent Tutoring System,Learning,Windy,Use Wind Protection,0.6555,0.1038,0.7309,0.3704,50.56,317.24,3,0.9014,-0.4236,0,76.28,Fully Observable,Dynamic,Stochastic
17378,Smart-Home Energy Agent,Model-Based,Windy,Use Wind Protection,0.8357,0.0999,0.0772,0.6323,62.11,197.37,3,0.8163,0.7471,1,77.69,Fully Observable,Static,Deterministic
17379,Smart-Home Energy Agent,Model-Based,Cloudy,Stay Inside,0.7884,0.1186,0.0934,0.3626,72.25,299.83,3,0.9758,-0.5699,1,81.79,Fully Observable,Dynamic,Stochastic
17380,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,0.8991,0.5076,0.4248,0.5909,56.76,20,11,0.8073,-0.7109,0,74.93,Fully Observable,Dynamic,Stochastic
17381,Intelligent Tutoring System,Model-Based,Stormy,Stay Inside,0.8956,0.5621,0.5551,0.4742,100,264.71,2,0.7012,-0.2201,0,78.46,Fully Observable,Static,Deterministic
17382,Intelligent Tutoring System,Model-Based,Snowy,Wear Winter Gear,0.6905,0.138,0.2594,0.7796,91.84,134.89,10,0.99,0.3207,1,84.41,Partially Observable,Dynamic,Stochastic
17383,Smart-Home Energy Agent,Learning,Windy,Use Wind Protection,0.8845,0.2881,0.1446,0.2969,91.11,227.68,2,0.8045,-0.6551,1,100,Fully Observable,Static,Stochastic
17384,AI Travel Assistant,Learning,Snowy,Wear Winter Gear,0.8449,0.0493,0.2976,0.3697,95.74,184.32,5,0.6576,1.1411,1,100,Fully Observable,Static,Stochastic
17385,Smart Hospital Assistant,Learning,Rainy,Use Umbrella,0.7214,0.1781,0.449,0.3634,65.64,256.01,2,0.6715,1.5438,1,100,Fully Observable,Dynamic,Stochastic
17386,Intelligent Tutoring System,Learning,Cloudy,Stay Inside,0.7398,0.5506,0.4363,0.5908,100,186.25,10,0.5979,-0.8761,0,46.48,Partially Observable,Static,Deterministic
17387,AI Travel Assistant,Goal-Based,Stormy,Stay Inside,0.8659,0.1907,0.1912,0.3608,32.83,33.21,12,0.8434,-0.9925,1,100,Partially Observable,Static,Stochastic
17388,Smart-Home Energy Agent,Simple Reflex,Cloudy,Stay Inside,0.5965,0.1394,0.0824,0.7271,92.27,132.51,12,0.99,1.2908,0,78.06,Fully Observable,Static,Deterministic
17389,Smart Hospital Assistant,Utility-Based,Snowy,Wear Winter Gear,0.814,0.6975,0.4833,0.3268,100,137.18,12,0.6995,-0.1214,0,46.77,Fully Observable,Dynamic,Stochastic
17390,Autonomous Vehicle,Simple Reflex,Cloudy,Stay Inside,0.8094,0.408,0.1767,0.7464,56.39,285.09,5,0.7631,0.5745,0,59.15,Partially Observable,Static,Deterministic
17391,AI Travel Assistant,Goal-Based,Windy,Use Wind Protection,1,0.5321,0.2123,0.7591,70.89,177.66,11,0.9198,-1.8592,1,88.29,Fully Observable,Static,Deterministic
17392,Autonomous Delivery Robot,Simple Reflex,Snowy,Wear Winter Gear,0.6597,0.0795,0.4577,0.5117,87.01,260.28,6,0.8449,-1.0507,1,72.0,Fully Observable,Static,Deterministic
17393,Intelligent Tutoring System,Model-Based,Sunny,Go Outside,0.968,0.2508,0.4845,0.8125,73.91,327.64,14,0.6546,0.2418,0,58.46,Fully Observable,Static,Stochastic
17394,Autonomous Delivery Robot,Simple Reflex,Sunny,Go Outside,0.8961,0.3086,0.6214,0.4785,92.71,252.7,12,0.4848,-1.3036,0,69.17,Fully Observable,Static,Stochastic
17395,Warehouse Robot,Model-Based,Snowy,Wear Winter Gear,0.8615,0.1891,0.1555,0.4579,57.85,162.36,12,0.6564,-0.2042,1,100,Partially Observable,Static,Deterministic
17396,Cybersecurity Monitoring Agent,Learning,Snowy,Wear Winter Gear,1,0.4212,0.4421,0.4997,,20,6,0.7296,-0.7517,1,84.03,Partially Observable,Dynamic,Deterministic
17397,Warehouse Robot,Learning,Cloudy,Stay Inside,0.8231,0.6248,0.2001,0.3879,91.16,130.96,4,0.7139,0.5847,1,76.79,Fully Observable,Static,Stochastic
17398,AI Travel Assistant,Utility-Based,Snowy,Wear Winter Gear,0.803,0.3418,0.4898,0.0639,61.47,273.15,14,0.3149,0.088,0,76.95,Fully Observable,Static,Stochastic
17399,Warehouse Robot,Goal-Based,Windy,Use Wind Protection,0.6715,0.5612,0.5189,0.5222,59.3,312.14,13,0.7778,0.624,0,37.19,Fully Observable,Dynamic,Deterministic
17400,Warehouse Robot,Learning,Snowy,Wear Winter Gear,0.7785,0.3873,0.3319,0.2312,72.83,401.08,3,0.6843,1.5861,1,100,Fully Observable,Static,Stochastic
17401,Cybersecurity Monitoring Agent,Learning,Windy,Use Wind Protection,0.9795,0.9374,0.3714,0.2961,70.46,248.32,7,0.7483,0.151,1,68.41,Partially Observable,Dynamic,Deterministic
17402,Intelligent Tutoring System,Model-Based,Windy,Use Wind Protection,0.7897,0.4179,0.7579,0.1982,79.96,173.45,12,0.5355,-0.3612,0,69.51,Partially Observable,Dynamic,Stochastic
17403,Intelligent Tutoring System,Learning,Sunny,Go Outside,1,0.3501,0.4022,0.3316,46.67,138.05,6,0.8458,-0.9345,1,85.65,Fully Observable,Dynamic,Stochastic
17404,Intelligent Tutoring System,Model-Based,Sunny,Go Outside,0.8837,0.0127,0.2572,0.2147,100,301.57,10,0.912,-1.5197,1,100,Fully Observable,Dynamic,Deterministic
17405,Smart-Home Energy Agent,Learning,Sunny,Go Outside,0.8012,0.5416,0.4125,0.8407,65.76,255.47,2,0.6553,-1.3281,0,53.47,Fully Observable,Static,Deterministic
17406,Autonomous Delivery Robot,Utility-Based,Rainy,Use Umbrella,0.8609,0.5698,0.3534,0.3661,72.31,140.71,14,0.4516,0.8138,0,56.1,Partially Observable,Dynamic,Stochastic
17407,Smart-Home Energy Agent,Model-Based,Rainy,Use Umbrella,0.8765,0.093,0.2929,0.7299,71.44,266.38,6,0.8862,-0.295,1,74.73,Partially Observable,Dynamic,Deterministic
17408,Intelligent Tutoring System,Model-Based,Sunny,Go Outside,0.7703,0.1586,0.4594,0.386,57.09,42.7,3,0.5555,-2.1769,1,95.57,Partially Observable,Static,Deterministic
17409,Warehouse Robot,Model-Based,Rainy,Use Umbrella,,0.1278,0.3308,0.3892,75.39,284.97,14,0.7788,-0.4703,1,100,Partially Observable,Dynamic,Stochastic
17410,Autonomous Delivery Robot,Learning,Cloudy,Stay Inside,0.8971,0.5772,0.2626,0.1982,70.6,152.87,14,0.7109,0.3407,1,87.09,Fully Observable,Dynamic,Deterministic
17411,AI Travel Assistant,Goal-Based,Stormy,Stay Inside,1,0.3025,0.34,0.4865,62.54,174.24,10,0.6067,-1.6802,1,97.05,Fully Observable,Dynamic,Deterministic
17412,Warehouse Robot,Simple Reflex,Sunny,Go Outside,0.8868,0.3118,0.1368,0.455,95.66,186.86,9,0.99,0.268,0,42.96,Fully Observable,Dynamic,Stochastic
17413,Intelligent Tutoring System,Learning,Snowy,Wear Winter Gear,1,0.2731,0.0869,0.7926,40.8,314.44,5,0.7336,0.1926,1,91.43,Partially Observable,Dynamic,Stochastic
17414,Autonomous Delivery Robot,Simple Reflex,Cloudy,Stay Inside,0.8066,0.3704,0.5294,0.6274,65.64,226.86,10,0.5237,0.7302,0,56.4,Partially Observable,Static,Stochastic
17415,Intelligent Tutoring System,Simple Reflex,Windy,Use Wind Protection,0.7888,0.6486,0.4546,0.3129,91.08,128.59,10,0.6961,1.3116,0,65.69,Partially Observable,Dynamic,Deterministic
17416,Cybersecurity Monitoring Agent,Simple Reflex,Rainy,Use Umbrella,0.7596,0.2645,0.2031,0.5663,67.78,211.29,10,0.9336,0.3351,1,82.46,Fully Observable,Static,Stochastic
17417,Autonomous Delivery Robot,Goal-Based,Sunny,Go Outside,0.7586,0.4949,0.3476,0.328,61.05,234.64,10,0.6972,0.1666,0,60.33,Partially Observable,Dynamic,Stochastic
17418,Cybersecurity Monitoring Agent,Goal-Based,Windy,Use Wind Protection,1,0.3266,0.3217,0.3664,66.74,294.71,4,0.6814,-0.5444,1,89.41,Fully Observable,Dynamic,Deterministic
